experiment_id,sample_id,model_id,method,feature_index,feature_name,contribution,rank
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,1,S1:dR,0.030525799338054882,17
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,2,S1:dR_norm,0.04800501334500551,5
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,3,S1:EMAi_0.001,0.021867653320603808,33
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,4,S1:EMAi_0.01,0.02151373869146933,34
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,5,S1:EMAi_0.1,0.025481004076393865,25
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,6,S1:EMAd_0.001,0.020062705328078634,35
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,7,S1:EMAd_0.01,0.017279608380776246,41
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,8,S1:EMAd_0.1,0.012215526565365176,74
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,9,S2:dR,0.04224395766890621,8
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,10,S2:dR_norm,0.05772511008683057,3
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,11,S2:EMAi_0.001,0.029899091423125856,18
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,12,S2:EMAi_0.01,0.028558974704690154,20
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,13,S2:EMAi_0.1,0.02437041266124007,29
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,14,S2:EMAd_0.001,0.03274498788773539,13
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,15,S2:EMAd_0.01,0.03167971785553547,15
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,16,S2:EMAd_0.1,0.017647196890454686,40
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,17,S3:dR,-0.005575292331555959,110
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,18,S3:dR_norm,-0.017232344058696114,43
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,19,S3:EMAi_0.001,-0.01494674394495521,54
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,20,S3:EMAi_0.01,-0.012548629456743732,70
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,21,S3:EMAi_0.1,-0.00841398132278326,99
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,22,S3:EMAd_0.001,-0.014210401747143608,57
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,23,S3:EMAd_0.01,-0.01031415819235093,89
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,24,S3:EMAd_0.1,0.0002416324079125287,128
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,25,S4:dR,0.016160169713427264,50
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,26,S4:dR_norm,-0.0156440128885299,51
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,27,S4:EMAi_0.001,-0.012428608063891011,72
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,28,S4:EMAi_0.01,-0.011564715441459872,78
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,29,S4:EMAi_0.1,-0.004699902025771974,114
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,30,S4:EMAd_0.001,-0.014154478382322644,58
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,31,S4:EMAd_0.01,-0.010445540177207557,84
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,32,S4:EMAd_0.1,0.0025508329746137814,122
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,33,S5:dR,-0.0059005546305378465,108
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,34,S5:dR_norm,-0.018894296581695946,37
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,35,S5:EMAi_0.001,-0.004803346459551716,113
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,36,S5:EMAi_0.01,-0.004236966008582588,118
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,37,S5:EMAi_0.1,0.005336914481850474,111
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,38,S5:EMAd_0.001,-0.009339068942715412,93
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,39,S5:EMAd_0.01,-0.001012373850014292,126
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,40,S5:EMAd_0.1,0.009581461763288668,90
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,41,S6:dR,-0.008661027914020791,98
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,42,S6:dR_norm,-0.02225695304360431,32
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,43,S6:EMAi_0.001,-0.007100633014676783,104
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,44,S6:EMAi_0.01,-0.006104040686692791,107
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,45,S6:EMAi_0.1,-0.01127622336695,79
EXP-XAI-0001,B2:0,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,46,S6:EMAd_0.001,-0.010323472617476459,88
