model_id,method,scope,batch,wall_time_ns
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,708300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,705500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,711600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,710600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,715000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,1189500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,786800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,445100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,551200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,445600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,462300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,496900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,446500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,446400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,483100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,447300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,445400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,830800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,710200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,715200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,706700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,705500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,706700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,710100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,714100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,708200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,714300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,820000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,702400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,717100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,861100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,740700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,706100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,439200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,448500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,439800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,514400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,519500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,521600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,550300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,447800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,439000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,440300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,446900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,440700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,871100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,700900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,710700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,708900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,702700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,712700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,720500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,714800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,702700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,701600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,782300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,775000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,702400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,714500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,703800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,713800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,700900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,448800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,448600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,468800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,533500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,524700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,445100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,445400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,440600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,440300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,442800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,455000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,444400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,443000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,441700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,976200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,761300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,702800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,754100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,742700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,705600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,709500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,870100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,732900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,705900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,705100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,715900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,710400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,711600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,741100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,707700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,841800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,706400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,712100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,745000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,711600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,706000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,704700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,714000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,701800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,460000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,455000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,448100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,503500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,458400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,466900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,460900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,465500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,459400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,464200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,455200
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,460900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,453600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,463900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,455700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,454800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,461700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,448500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,461800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,728800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,720300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,721200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,733000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,720300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,735600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,726800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,731800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,729200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,721200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,732000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,717600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,733000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,721000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,731900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,723400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,718800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,744900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,724000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,735400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,724800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,725900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,728500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,721700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,730300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,723600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,720600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,731600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,465700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,471700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,454500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,458500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,447800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,462500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,458500
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,455000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,462000
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,461300
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451900
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450600
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,450400
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,460700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,449700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452100
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,451800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,460800
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,447700
MODEL-C1,INTRINSIC_COEFFICIENT,LOCAL,2.0,452500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,718000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716500
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,722800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,731100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,756900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,735300
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,725200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,727900
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,715200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,726000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,721200
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,730400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,718800
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,719400
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,724100
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716600
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,728000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,715000
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,716700
MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2.0,726800
