experiment_id,sample_id,model_id,method,feature_index,feature_name,contribution,rank
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,96,S12:EMAd_0.1,0.0050000000000000044,82
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,97,S13:dR,0.025000000000000022,19
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,98,S13:dR_norm,0.020000000000000018,33
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,99,S13:EMAi_0.001,0.0,117
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,100,S13:EMAi_0.01,0.0,118
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,101,S13:EMAi_0.1,0.0,119
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,102,S13:EMAd_0.001,0.025000000000000022,20
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,103,S13:EMAd_0.01,0.010000000000000009,55
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,104,S13:EMAd_0.1,0.0050000000000000044,83
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,105,S14:dR,0.010000000000000009,56
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,106,S14:dR_norm,0.010000000000000009,57
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,107,S14:EMAi_0.001,0.0050000000000000044,84
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,108,S14:EMAi_0.01,0.0,120
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,109,S14:EMAi_0.1,-0.010000000000000009,58
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,110,S14:EMAd_0.001,0.0050000000000000044,85
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,111,S14:EMAd_0.01,0.015000000000000013,44
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,112,S14:EMAd_0.1,0.010000000000000009,59
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,113,S15:dR,0.025000000000000022,21
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,114,S15:dR_norm,0.06000000000000005,2
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,115,S15:EMAi_0.001,0.0,121
EXP-XAI-0001,B2:0,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,116,S15:EMAi_0.01,0.0,122
