experiment_id,artifact_path,sha256,expected_sha256,verification_status
EXP-EMBED-C1-FUSED-EQUIV-001,artifacts/models/BASE-FIXED-C1-001.joblib,523969e083f87661191b97852b5bfed21513042c5a6b9d78c81fb52386d04214,523969e083f87661191b97852b5bfed21513042c5a6b9d78c81fb52386d04214,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,embedded/preprocessing_spec.yaml,ca634f74d2e01a114ffb755129258b7793406c6c4f4e3f9eeb91aca40cefb2ce,ca634f74d2e01a114ffb755129258b7793406c6c4f4e3f9eeb91aca40cefb2ce,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,results/embedded/c1_fused_protocol_manifest.csv,fcdf6632f0611c66162ae5d833082d206fa19139aee546221c413f0f67e58d31,fcdf6632f0611c66162ae5d833082d206fa19139aee546221c413f0f67e58d31,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,configs/c1_fused_equivalence.yaml,01661626e8c0843003140d155f2009a27c3fd34cc65ef69b66f5b4fe35ece770,01661626e8c0843003140d155f2009a27c3fd34cc65ef69b66f5b4fe35ece770,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,docs/embedded/C1_FUSED_PREPROCESSING_ARCHITECTURE.md,c10fd62b8f3af130de4a13e8685f2097b64a68885c1a07a0b8676b4021374f31,c10fd62b8f3af130de4a13e8685f2097b64a68885c1a07a0b8676b4021374f31,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,docs/embedded/C1_FUSED_EQUIVALENCE_PROTOCOL.md,cc9bbf457103de29e24f75cad6c74d676a2437fc06469f2635d919b6073e0bdd,cc9bbf457103de29e24f75cad6c74d676a2437fc06469f2635d919b6073e0bdd,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,data/manifests/embedded_golden_vectors.csv,0ec60d9b1ba7537ae8cb84df351554a60f2e920865f063ff53479057ffd5953b,0ec60d9b1ba7537ae8cb84df351554a60f2e920865f063ff53479057ffd5953b,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,data/manifests/embedded_boundary_vectors.csv,346ae928c7e1f9296a04dd59a86cda6c431a7df2e7254bebdc6bc57f1607fbd4,346ae928c7e1f9296a04dd59a86cda6c431a7df2e7254bebdc6bc57f1607fbd4,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,results/embedded/stage14_manifest.csv,a07239174432a66c817145635e95e2139f92b93e4f76a8a919ef5be8cc5e0757,a07239174432a66c817145635e95e2139f92b93e4f76a8a919ef5be8cc5e0757,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,results/embedded/stage14r_manifest.csv,27a1c7731756aea1d3c732fd4c44b207c44fb8e8cd31727d0b1892a4a603c6a7,27a1c7731756aea1d3c732fd4c44b207c44fb8e8cd31727d0b1892a4a603c6a7,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,research/feature_metadata.csv,1455a1f59935dec85532f19ed25e416cb9454ac41f30aaf4dde1e4b69ecf4318,1455a1f59935dec85532f19ed25e416cb9454ac41f30aaf4dde1e4b69ecf4318,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,MODEL-C1:frozen_scaler_constants,7b4271494d7d8cc337ce6e044db79caf71ff74d3f752ece1ddcaa0e0888a4456,7b4271494d7d8cc337ce6e044db79caf71ff74d3f752ece1ddcaa0e0888a4456,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,MODEL-C1:class_order,5f544d51f4618ae3c5c6bcc2bbb9a8f64f63585665c1440d3075790d5e00ccbd,5f544d51f4618ae3c5c6bcc2bbb9a8f64f63585665c1440d3075790d5e00ccbd,VERIFIED
EXP-EMBED-C1-FUSED-EQUIV-001,MODEL-C1:feature_order_0_127,1abb49eec50723c018c1197161b8cc46c61cab2dbfdd96287a7e3e20bbcdcc99,1abb49eec50723c018c1197161b8cc46c61cab2dbfdd96287a7e3e20bbcdcc99,VERIFIED
