experiment_id,sample_id,feature_index,reference_attribution,fused_attribution,eligible_for_mandatory_sign,sign_agreement,near_zero_diagnostic
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,9,0.0711046719686691,0.071104683,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,10,-0.0027305168556891,-0.00273052161,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,11,0.1094559486923824,0.109455951,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,12,0.1474861449228831,0.147486135,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,13,0.1192868431996559,0.119286843,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,14,0.0425210287098499,0.042521026,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,15,0.0554453358157446,0.0554453395,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,16,0.1204291926832158,0.120429195,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,17,0.2900639975899656,0.290064007,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,18,0.1452446854705814,0.145244688,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,19,0.148700634781566,0.14870064,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,20,0.0154167297119563,0.0154167293,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,21,0.0063235327744959,0.00632353313,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,22,-0.0431198528747188,-0.0431198515,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,23,-0.0020647378704627,-0.00206473796,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,24,0.031136696478332,0.0311366953,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,25,0.4805441731152714,0.480544209,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,26,0.2614584133594842,0.261458427,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,27,0.2320900479166383,0.232090041,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,28,0.0690953160554576,0.069095321,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,29,0.0276768464877208,0.027676845,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,30,0.0175191081225732,0.0175191071,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,31,0.0627719672952875,0.0627719685,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,32,0.125394698310923,0.125394702,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,33,-0.0507989655819688,-0.05079896,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,34,-0.2465970389348017,-0.246596992,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,35,-0.0147952637206215,-0.0147952661,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,36,-0.0251439139309859,-0.0251439232,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,37,0.0244022552540111,0.0244022589,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,38,0.0147312101266009,0.0147312097,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,39,0.0301523367706825,0.0301523358,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,40,0.1269019647283324,0.126901969,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,41,-0.0898394143589293,-0.0898394212,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,42,-0.2987422891152907,-0.298742235,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,43,-0.038613379958632,-0.0386133865,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,44,-0.086709923244281,-0.086709924,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,45,-0.0828199790193277,-0.0828199759,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,46,0.0136147320607386,0.0136147337,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,47,0.022821071917374,0.0228210725,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,48,0.0263094433001763,0.0263094436,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,49,-0.1025791377127028,-0.102579147,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,50,-0.1478939727329626,-0.14789398,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,51,-0.0314496786148448,-0.031449683,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,52,-0.1304106782442044,-0.130410686,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,53,-0.1201003939208603,-0.120100386,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,54,-0.2489471325940107,-0.248947144,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,55,-0.1877217997427472,-0.187721804,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,56,-0.0621969151064194,-0.0621969104,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,57,-0.0456152900120502,-0.0456152894,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,58,-0.0708972057480031,-0.0708972067,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,59,0.004250959367674,0.00425095949,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,60,-0.1221245422674819,-0.122124538,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,61,-0.1004697423118725,-0.100469746,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,62,-0.2192539389710081,-0.219253957,True,True,False
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:1,63,-0.174528276675294,-0.174528286,True,True,False
