experiment_id,sample_id,sensor_id,reference_contribution,fused_contribution,absolute_error,evidence_type,reference_rank,fused_rank,rank_agreement
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:122,14,-1.6008936706928063,-1.6008937805999999,1.0990719356840373e-07,DERIVED_SENSOR_GROUP_VIEW,1.0,1.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:122,15,-0.1374711702827799,-0.1374711615,8.78277989224685e-09,DERIVED_SENSOR_GROUP_VIEW,16.0,16.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:122,16,-0.3422146888690431,-0.34221466021,2.8659043083134605e-08,DERIVED_SENSOR_GROUP_VIEW,13.0,13.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,1,0.3200583153264507,0.32005829235,2.2976450686496008e-08,DERIVED_SENSOR_GROUP_VIEW,14.0,14.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,2,0.850012711292891,0.8500127198,8.507109017230619e-09,DERIVED_SENSOR_GROUP_VIEW,9.0,9.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,3,0.6134185811051401,0.61341858486,3.754859867477478e-09,DERIVED_SENSOR_GROUP_VIEW,12.0,12.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,4,1.3695266530476737,1.3695266078,4.524767382996231e-08,DERIVED_SENSOR_GROUP_VIEW,4.0,4.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,5,-0.2536375501524227,-0.25363749150000003,5.8652422640914637e-08,DERIVED_SENSOR_GROUP_VIEW,15.0,15.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,6,-1.0057318559108086,-1.0057317982,5.771080857641664e-08,DERIVED_SENSOR_GROUP_VIEW,6.0,6.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,7,-1.1333245681152682,-1.1333245972000001,2.9084731956174892e-08,DERIVED_SENSOR_GROUP_VIEW,5.0,5.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,8,-0.8122521433458635,-0.8122521552299999,1.1884136452700034e-08,DERIVED_SENSOR_GROUP_VIEW,10.0,10.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,9,1.44292090624283,1.442920946,3.975717000059831e-08,DERIVED_SENSOR_GROUP_VIEW,3.0,3.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,10,0.7618830569145151,0.76188305489,2.0245151111097925e-09,DERIVED_SENSOR_GROUP_VIEW,11.0,11.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,11,0.9854303835996658,0.9854304040199999,2.042033409033195e-08,DERIVED_SENSOR_GROUP_VIEW,7.0,7.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,12,0.9561767283152036,0.9561767458,1.748479638852274e-08,DERIVED_SENSOR_GROUP_VIEW,8.0,8.0,True
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,13,-1.6478794584820475,-1.6478794291999999,2.9282047675494027e-08,DERIVED_SENSOR_GROUP_VIEW,2.0,2.0,True
