gate_id,artifact_path,sha256,verification_status
GATE-C1-INT8-QUANT-001,artifacts/models/BASE-FIXED-C1-001.joblib,523969e083f87661191b97852b5bfed21513042c5a6b9d78c81fb52386d04214,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_algebraic_spec.csv,63651b4d836cfa5f6316cba4ec6c1dfc1c445ca034c017085a7ea1428663cdc4,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_storage_analysis.csv,dbaf01cd78e0afb5710129b6f38df9b83dad8592b5cbd28f12c305a63bf22067,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_gate_decision.csv,60f277b4c2de38f8b23cbffdefa076014eee6cbc818862bbd70f81c518e86b0e,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_golden_equivalence.csv,65461cda421b4fdacbf24da67fd94a8ba3f0d85161fb7508441911bf254bfedd,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_boundary_equivalence.csv,aa00186b8e42dbc7749ec9d3395a7eacb009545733f0ec05e62560861a071d68,PRESENT
GATE-C1-INT8-QUANT-001,results/embedded/c1_fused_xai_attribution_equivalence.csv,2dbbf6702f80380585ff24d4ef01857654dee238b1fd5ffa21f0a4183dc43967,PRESENT
GATE-C1-INT8-QUANT-001,configs/embedded_equivalence_protocol.yaml,bd78b543749692a99e017b0561c775986b499125da1993ce8435979580357999,PRESENT
