experiment_id,tool,status,resolved_path,version
EXP-MCU-C1-FP32-PORT-001,west,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
EXP-MCU-C1-FP32-PORT-001,nrfjprog,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
EXP-MCU-C1-FP32-PORT-001,JLinkExe,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
EXP-MCU-C1-FP32-PORT-001,cmake,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
EXP-MCU-C1-FP32-PORT-001,ninja,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
EXP-MCU-C1-FP32-PORT-001,arm-none-eabi-gcc,NOT_FOUND,,NOT_QUERIED_NO_FUNCTIONING_INSTALL
