experiment_id,model_id,method,batch,feature_index,feature_name,importance,importance_std,rank,status
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,0,S1:dR,0.0031841163226311144,0.0028574745450633664,71,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,1,S1:dR_norm,0.03457387501973959,0.013339031069515393,8,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,2,S1:EMAi_0.001,0.0009506079683223812,0.004045812814162397,83,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,3,S1:EMAi_0.01,0.005713227545199051,0.002544908308354653,59,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,4,S1:EMAi_0.1,0.012984396886388328,0.009077225400662301,34,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,5,S1:EMAd_0.001,0.0037011133326728674,0.007587207741407264,68,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,6,S1:EMAd_0.01,-0.006451629731265585,0.005594426279053616,109,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,7,S1:EMAd_0.1,0.03743248393174721,0.006448694503529252,5,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,8,S2:dR,0.012906033684709661,0.005838263109499593,35,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,9,S2:dR_norm,0.03418307277320924,0.010457693632491374,9,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,10,S2:EMAi_0.001,0.00602780299445409,0.005088370653253577,55,EXECUTED
EXP-XAI-0001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,11,S2:EMAi_0.01,0.0052866691946553464,0.0003632918474651553,60,EXECUTED
