experiment_id,model_id,method,n_measurements,mean_latency_ms,std_latency_ms,median_latency_ms,p95_latency_ms,minimum_latency_ms,maximum_latency_ms
EXP-LAT-0001,MODEL-C1,INTRINSIC_COEFFICIENT,60,0.5321523499999999,0.01764400057620297,0.5388215,0.55168865,0.507122,0.574288
EXP-LAT-0001,MODEL-C1,PREDICT_PROBA_SINGLE,60,0.36367456666666664,0.02663753515431139,0.3523615,0.41826379999999996,0.338956,0.456527
EXP-LAT-0001,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,60,0.8353224333333333,0.019273271204642027,0.834231,0.8695184499999999,0.792588,0.87867
EXP-LAT-0001,MODEL-C2,PREDICT_PROBA_SINGLE,60,34.51813615,0.6257907769543911,34.5534285,35.3543062,33.322031,36.579517
EXP-LAT-0001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,60,83.84656851666666,5.49862377718355,81.8148325,90.5016434,67.899157,91.208875
EXP-LAT-0001,MODEL-C3,PREDICT_PROBA_SINGLE,60,0.39309435,0.026315419695622934,0.38332,0.4547135,0.366168,0.500961
EXP-LAT-0001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL,60,2.3181522833333332,0.11740691817460056,2.262639,2.55860725,2.223645,2.658502
EXP-LAT-0001,MODEL-C4,PREDICT_PROBA_SINGLE,60,0.47396476666666665,0.03333470375681779,0.474721,0.50418015,0.370486,0.581181
EXP-LAT-0001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,60,1.17121795,0.0170641648774137,1.16636,1.2057903499999998,1.149217,1.227384
