experiment_id,model_id,method,batch,family,family_rank,aggregated_importance,features_altered,macro_f1_damage,unit
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,7,normalized_resistance_response,3,0.06753439414908087,16,0.1476245480616117,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,7,rising_transient_ema,4,0.049734874509791305,48,-0.007837418405740315,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,8,decaying_transient_ema,1,0.26349193249052305,48,0.06772225728480993,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,8,normalized_resistance_response,2,0.24466482221035302,16,0.11017679333468805,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,8,steady_state_resistance_change,3,0.17799370328946043,16,0.09258458174883417,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,8,rising_transient_ema,4,0.0718929789840544,48,0.029319816955323624,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,9,steady_state_resistance_change,1,0.4345716051031388,16,0.1424334220941738,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,9,decaying_transient_ema,2,0.34013806227514465,48,0.15904053592353767,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,9,normalized_resistance_response,3,0.1831872098633324,16,0.28203920177360875,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,9,rising_transient_ema,4,0.08400136224243263,48,0.12294701283160175,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,10,decaying_transient_ema,1,0.16429719548126726,48,0.09043551735415573,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,10,normalized_resistance_response,2,0.1274293231097498,16,0.020104591484729706,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,10,rising_transient_ema,3,0.10527295044399991,48,-0.03611461693620566,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,10,steady_state_resistance_change,4,0.0425393825568377,16,0.0721536732291394,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,2,rising_transient_ema,1,0.6076293411773539,48,0.11183995304002392,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,2,decaying_transient_ema,2,0.29484713295025117,48,0.3401396300651395,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,2,normalized_resistance_response,3,0.2525671963587161,16,0.20888166801281793,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,2,steady_state_resistance_change,4,0.10243554073251258,16,0.22548928834953214,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,3,steady_state_resistance_change,1,0.7601832654550601,16,0.014074621096090922,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,3,decaying_transient_ema,2,0.5444899672767031,48,0.13719743727721684,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,3,rising_transient_ema,3,0.4992241832924819,48,0.02007681206113665,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,3,normalized_resistance_response,4,0.07051964046657365,16,0.07086842520963432,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,4,decaying_transient_ema,1,0.2327401961558888,48,0.04106975334978075,macro_f1_proportion
