model_id,method,scope,batch,phase,feature_count,sample_count,prediction_calls,batch_size,environment_id,median_ns,mean_ns,p95_ns,p99_ns,iqr_ns,min_ns,max_ns,std_ns,cv,n,experiment_id,median_us,p95_us,unit,variance_flag,scientific_scope
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,4900.0,4804.166666666667,5200.0,5908.999999999992,200.0,3700.0,24300.0,974.6019977297675,0.2028659839159967,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2400900.0,2417434.222222222,2521345.0,2766516.999999999,75475.0,2320000.0,3262900.0,81942.2610694323,0.033896376710555134,450,EXP-XAI-LATENCY-001,2400.9,2521.345,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,65650.0,66537.77777777778,75929.99999999997,92302.0,4600.0,60300.0,113700.0,6195.5256823431955,0.09311290351527747,450,EXP-XAI-LATENCY-001,65.65,75.92999999999996,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5288.888888888889,6554.999999999995,12451.0,200.0,4700.0,13200.0,1247.719027502262,0.23591326150252853,450,EXP-XAI-LATENCY-001,5.0,6.554999999999995,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,4981.555555555556,5200.0,5950.999999999999,100.0,4700.0,6700.0,199.0898618111211,0.03996540028326917,450,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5019.111111111111,5300.0,6050.999999999999,100.0,4700.0,10800.0,477.7351085612111,0.0951832103305344,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,5003.777777777777,5300.0,5850.999999999999,100.0,4700.0,10000.0,368.23656631316015,0.07359171063681755,450,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5043.111111111111,5300.0,6450.999999999999,100.0,4700.0,19500.0,785.4518573047802,0.15574748206008243,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2379000.0,2410388.596491228,2532369.9999999995,2769600.999999998,91850.0,2323500.0,3162000.0,83798.47190931356,0.03476554445673114,570,EXP-XAI-LATENCY-001,2379.0,2532.3699999999994,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,63300.0,65061.57894736842,75469.99999999984,97818.99999999974,4500.0,59200.0,144700.0,7593.812644032425,0.11671731253518211,570,EXP-XAI-LATENCY-001,63.3,75.46999999999984,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5336.8421052631575,6200.0,12730.999999999995,200.0,4600.0,30000.0,1743.2300967183085,0.32664074790579745,570,EXP-XAI-LATENCY-001,5.0,6.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5018.771929824561,5300.0,6000.0,200.0,4700.0,10400.0,376.668264238566,0.07505187912608195,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,4998.771929824561,5300.0,5800.0,100.0,4700.0,10500.0,288.16472890644405,0.05764710471929004,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5002.631578947368,5200.0,6123.999999999978,100.0,4700.0,10800.0,393.3231244105749,0.07862324422725853,570,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5021.929824561404,5300.0,6192.999999999984,100.0,4600.0,20900.0,706.2063271010669,0.14062449133540894,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,BATCH,2,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,370900.0,370970.0,376850.0,379217.0,8300.0,364200.0,380000.0,4692.631788607357,0.012649626084608881,30,EXP-XAI-LATENCY-001,370.9,376.85,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,BATCH,6,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,365750.0,369230.0,373630.0,431719.00000000006,3350.0,363500.0,454600.0,16349.209619196085,0.04427920163365946,30,EXP-XAI-LATENCY-001,365.75,373.63,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,BATCH,10,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,366600.0,373443.3333333333,416500.0,474484.00000000006,4200.0,353600.0,497800.0,27921.10415924242,0.0747666423979785,30,EXP-XAI-LATENCY-001,366.6,416.5,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,2,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,322550.0,324136.6666666667,325865.0,353335.00000000006,1775.0,320100.0,364500.0,7761.3313527909695,0.023944626297932876,30,EXP-XAI-LATENCY-001,322.55,325.865,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,2,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,139850.0,140420.0,140755.0,155142.00000000003,1075.0,138200.0,161000.0,3950.5041144923125,0.028133486073866346,30,EXP-XAI-LATENCY-001,139.85,140.755,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,6,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,322900.0,325953.3333333333,338699.99999999994,357164.0,6350.0,317000.0,362500.0,8701.000074638006,0.026694005505812714,30,EXP-XAI-LATENCY-001,322.9,338.69999999999993,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,6,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,138950.0,140830.0,146675.0,147610.0,5675.0,137600.0,147900.0,3394.9404545080274,0.024106656639267397,30,EXP-XAI-LATENCY-001,138.95,146.675,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,10,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,323200.0,324600.0,332715.0,337205.0,9325.0,309700.0,338800.0,6921.680083073314,0.021323721759313966,30,EXP-XAI-LATENCY-001,323.2,332.715,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,BASELINE_MODEL,LOCAL,10,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,139400.0,139413.33333333334,145660.0,148852.0,1250.0,133900.0,149200.0,3335.6727422932486,0.023926497290741547,30,EXP-XAI-LATENCY-001,139.4,145.66,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,MODEL,MODEL,,MODEL_LOAD,0,0,0,1,HOST-STAGE12-001,1562600.0,1581255.5555555555,1639780.0,1653956.0,27700.0,1558600.0,1657500.0,33908.63131678685,0.021444118376471696,9,EXP-XAI-LATENCY-001,1562.6,1639.78,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,2,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,1448625800.0,1448774133.3333333,1455475610.0,1456084482.0,7388400.0,1441459900.0,1456236700.0,7389516.6718354,0.0051005305118428865,3,EXP-XAI-LATENCY-001,1448625.8,1455475.61,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,6,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,1444864400.0,1449874800.0,1462304600.0,1463854840.0,11862400.0,1440517600.0,1464242400.0,12631097.136828614,0.008711853697180345,3,EXP-XAI-LATENCY-001,1444864.4,1462304.6,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,10,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,1468170900.0,1467746933.3333333,1475774370.0,1476450234.0,9084250.0,1458450700.0,1476619200.0,9091667.001344327,0.006194301479953806,3,EXP-XAI-LATENCY-001,1468170.9,1475774.37,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,41420500.0,41214920.0,41897760.0,41965792.0,882000.0,40438100.0,41982800.0,641024.1391710612,0.015553205954811054,5,EXP-XAI-LATENCY-001,41420.5,41897.76,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,41724400.0,41663100.0,42124820.0,42195924.0,207400.0,41046200.0,42213700.0,421011.7397413046,0.010105146754353483,5,EXP-XAI-LATENCY-001,41724.4,42124.82,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,40435600.0,40496580.0,40753040.0,40771488.0,324100.0,40273700.0,40776100.0,214508.33783328795,0.005296949466678123,5,EXP-XAI-LATENCY-001,40435.6,40753.04,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,793250.0,803053.8333333334,871305.0,1057545.0,17675.0,766900.0,1358600.0,50271.53134141868,0.06260045000065625,600,EXP-XAI-LATENCY-001,793.25,871.305,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,62900.0,64347.166666666664,73614.99999999999,89701.0,3725.0,59700.0,134500.0,5628.8155574556995,0.08747573279510934,600,EXP-XAI-LATENCY-001,62.9,73.61499999999998,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5252.5,6304.999999999995,10503.999999999996,200.0,4600.0,27600.0,1369.8617760474203,0.26080186121797627,600,EXP-XAI-LATENCY-001,5.0,6.304999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,5013.833333333333,5300.0,6000.999999999999,100.0,4600.0,21200.0,732.0417433992551,0.14600440316442945,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,4900.0,4989.0,5300.0,5600.999999999999,100.0,4700.0,18600.0,584.849623239175,0.11722782586473743,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,5183.833333333333,5400.0,19117.999999999985,200.0,4700.0,27600.0,1956.050150825159,0.37733662042089045,600,EXP-XAI-LATENCY-001,4.9,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5153.333333333333,5400.0,6921.999999999889,200.0,4700.0,23800.0,1517.1547338245252,0.2944026003540476,600,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,795500.0,809965.0877192982,896319.9999999998,1066838.9999999974,21600.0,778000.0,1325600.0,51968.48300063917,0.06416138644564565,570,EXP-XAI-LATENCY-001,795.5,896.3199999999998,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,63000.0,65392.80701754386,75655.0,84123.99999999997,4300.0,60500.0,113200.0,5533.791466465534,0.08462385572439036,570,EXP-XAI-LATENCY-001,63.0,75.655,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5249.824561403509,6200.0,10261.999999999989,200.0,4800.0,11900.0,1021.616093220165,0.19460004449120907,570,EXP-XAI-LATENCY-001,5.0,6.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5010.0,5300.0,5930.9999999999945,200.0,4700.0,7300.0,210.0840906204232,0.04193295221964535,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5062.2807017543855,5400.0,6130.9999999999945,200.0,4700.0,18600.0,718.5944040647057,0.14195072268822814,570,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5001.578947368421,5200.0,5661.999999999989,200.0,4700.0,6300.0,182.10147496224266,0.03640879747745565,570,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5031.228070175439,5354.999999999995,6200.0,200.0,4800.0,11500.0,361.9517012096662,0.07194102437042671,570,EXP-XAI-LATENCY-001,5.0,5.354999999999995,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,779450.0,787964.5,854315.0,937879.9999999999,10725.0,765600.0,1228400.0,38188.85444851875,0.04846519665355324,600,EXP-XAI-LATENCY-001,779.45,854.315,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,61900.0,63281.5,69900.0,77529.99999999997,2500.0,59500.0,149500.0,5098.493124139212,0.08056846193815273,600,EXP-XAI-LATENCY-001,61.9,69.9,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,4900.0,5345.666666666667,6104.999999999995,10777.999999999929,200.0,4600.0,54700.0,2628.947856769239,0.4917904577107761,600,EXP-XAI-LATENCY-001,4.9,6.104999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,5010.166666666667,5204.999999999995,6007.999999999993,200.0,4700.0,20800.0,975.619304476735,0.19472791413660256,600,EXP-XAI-LATENCY-001,4.9,5.204999999999996,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,4900.0,4915.5,5100.0,5600.0,200.0,4600.0,6100.0,158.17115262442,0.03217803939058488,600,EXP-XAI-LATENCY-001,4.9,5.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,4949.666666666667,5300.0,6000.999999999999,200.0,4600.0,11500.0,409.0788000658648,0.08264774733635898,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,4900.0,4985.833333333333,5200.0,6100.0,200.0,4700.0,22200.0,956.263582363049,0.19179613886606364,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
