model_id,method,scope,batch,phase,feature_count,sample_count,prediction_calls,batch_size,environment_id,median_ns,mean_ns,p95_ns,p99_ns,iqr_ns,min_ns,max_ns,std_ns,cv,n,experiment_id,median_us,p95_us,unit,variance_flag,scientific_scope
MODEL-C2,BASELINE_MODEL,BATCH,2,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,11744050.0,11834110.0,12428790.0,12640402.0,383750.0,11388700.0,12685700.0,330224.30448993616,0.027904447777647508,30,EXP-XAI-LATENCY-001,11744.05,12428.79,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,BATCH,6,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,11619250.0,11714366.666666666,12217980.0,12807255.0,333875.0,11339600.0,13001700.0,344742.0038164806,0.029428992076664887,30,EXP-XAI-LATENCY-001,11619.25,12217.98,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,BATCH,10,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,11395850.0,11398876.666666666,12047725.0,12066555.0,385950.0,11010200.0,12072500.0,299347.63516380236,0.026261152209776435,30,EXP-XAI-LATENCY-001,11395.85,12047.725,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,2,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,11363350.0,12365713.333333334,12682774.999999998,30994517.000000022,443400.0,10911200.0,38381600.0,4934659.761022788,0.399059854292497,30,EXP-XAI-LATENCY-001,11363.35,12682.774999999998,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,2,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,180700.0,188586.66666666666,231659.99999999994,249933.0,24600.0,163100.0,253500.0,23479.21653708663,0.1245009361058751,30,EXP-XAI-LATENCY-001,180.7,231.65999999999994,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,6,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,11224100.0,11268210.0,11613125.0,12034579.0,271650.0,10960600.0,12201300.0,259189.73126476954,0.023001854887756756,30,EXP-XAI-LATENCY-001,11224.1,11613.125,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,6,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,179600.0,190426.66666666666,233600.0,261599.00000000003,27125.0,161900.0,272300.0,26646.600783839825,0.13993103618456706,30,EXP-XAI-LATENCY-001,179.6,233.6,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,10,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,10925550.0,11005536.666666666,11497610.0,12304282.0,390875.0,10551700.0,12595500.0,387338.6235567666,0.035194887381542195,30,EXP-XAI-LATENCY-001,10925.55,11497.61,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,BASELINE_MODEL,LOCAL,10,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,153150.0,159693.33333333334,198390.0,201472.0,13325.0,147200.0,202400.0,17466.992187894117,0.10937834299841853,30,EXP-XAI-LATENCY-001,153.15,198.39,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,ONE_TIME_GLOBAL_EXTRACTION_COST,128,0,0,1,HOST-STAGE12-001,21772700.0,21782950.0,22408540.0,23322282.0,593600.0,21139300.0,23478900.0,449518.50278207054,0.020636254629518524,100,EXP-XAI-LATENCY-001,21772.7,22408.54,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,TOP_K_REDUCTION_K1,128,0,0,1,HOST-STAGE12-001,4800.0,4976.0,5100.0,6196.000000000049,100.0,4700.0,15700.0,1100.3323648476915,0.22112788682630455,100,EXP-XAI-LATENCY-001,4.8,5.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,TOP_K_REDUCTION_K10,128,0,0,1,HOST-STAGE12-001,5000.0,5058.0,5100.0,9015.000000000007,100.0,4800.0,10500.0,685.6656428153402,0.1355606253094781,100,EXP-XAI-LATENCY-001,5.0,5.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,TOP_K_REDUCTION_K20,128,0,0,1,HOST-STAGE12-001,4900.0,5233.0,6579.999999999995,10687.000000000044,125.0,4700.0,19300.0,1675.133343101891,0.32010956298526483,100,EXP-XAI-LATENCY-001,4.9,6.579999999999996,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,TOP_K_REDUCTION_K3,128,0,0,1,HOST-STAGE12-001,4800.0,4824.0,4900.0,5001.000000000001,100.0,4700.0,5100.0,68.34257143762642,0.014167199717584249,100,EXP-XAI-LATENCY-001,4.8,4.9,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,INTRINSIC_IMPURITY,GLOBAL,,TOP_K_REDUCTION_K5,128,0,0,1,HOST-STAGE12-001,4900.0,5461.0,5534.999999999998,20304.000000000004,100.0,4700.0,20700.0,2634.8823598986446,0.48249081851284464,100,EXP-XAI-LATENCY-001,4.9,5.534999999999998,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,MODEL,MODEL,,MODEL_LOAD,0,0,0,1,HOST-STAGE12-001,33497500.0,34234011.11111111,36443600.0,36840080.0,1270000.0,33070800.0,36939200.0,1313811.5651078396,0.03837737742281168,9,EXP-XAI-LATENCY-001,33497.5,36443.6,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,2,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,9463815500.0,9456034966.666666,9467436020.0,9467757844.0,15693600.0,9436451100.0,9467838300.0,17078981.385707207,0.0018061461749995724,3,EXP-XAI-LATENCY-001,9463815.5,9467436.02,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,6,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,9359869200.0,9340088233.333334,9360621240.0,9360688088.0,30507050.0,9299690700.0,9360704800.0,34987784.74558419,0.0037459801097722164,3,EXP-XAI-LATENCY-001,9359869.2,9360621.24,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,10,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,9677474500.0,9664188800.0,9773391100.0,9781917020.0,126502550.0,9531043400.0,9784048500.0,127024712.26052827,0.013143856653600173,3,EXP-XAI-LATENCY-001,9677474.5,9773391.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,1394145600.0,1398686060.0,1407445800.0,1407627800.0,13431400.0,1391971200.0,1407673300.0,7733837.195597021,0.005529358886723316,5,EXP-XAI-LATENCY-001,1394145.6,1407445.8,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,1397350100.0,1397570480.0,1402469360.0,1403467472.0,1082000.0,1392909700.0,1403717000.0,3903110.15819436,0.002792782341964149,5,EXP-XAI-LATENCY-001,1397350.1,1402469.36,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,1416216100.0,1431271420.0,1459796380.0,1460631676.0,42804800.0,1410865500.0,1460840500.0,24753176.30955672,0.017294536845818328,5,EXP-XAI-LATENCY-001,1416216.1,1459796.38,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,22372350.0,22421897.0,23183510.0,24633341.0,509750.0,21602300.0,28975900.0,601796.5934523209,0.026839682362840258,600,EXP-XAI-LATENCY-001,22372.35,23183.51,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,35000.0,37242.166666666664,48509.99999999999,72293.99999999991,6200.0,28000.0,333500.0,17214.15164916809,0.46222207755102207,600,EXP-XAI-LATENCY-001,35.0,48.50999999999999,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5436.166666666667,6500.0,14300.0,200.0,4700.0,27700.0,1994.3849321662158,0.36687339709345723,600,EXP-XAI-LATENCY-001,5.0,6.5,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,4990.0,5300.0,5900.999999999999,100.0,4700.0,6700.0,200.2502607861178,0.04013031278278913,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5026.333333333333,5300.0,6102.999999999997,100.0,4700.0,10500.0,412.7434442930625,0.08211621015181296,600,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5117.833333333333,5400.0,6710.99999999999,200.0,4700.0,27400.0,1435.664954643739,0.2805220219449127,600,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5130.833333333333,5300.0,8711.999999999989,100.0,4700.0,24600.0,1387.7472306520833,0.27047209302947867,600,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,22410700.0,22476486.444444444,23240100.0,24023660.0,526125.0,21650000.0,25402200.0,472866.9539532285,0.02103829506991774,450,EXP-XAI-LATENCY-001,22410.7,23240.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,26500.0,29218.666666666668,38449.999999999956,53370.99999999998,8175.0,20700.0,125700.0,7993.135027783722,0.27356262073732734,450,EXP-XAI-LATENCY-001,26.5,38.44999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5430.222222222223,6500.0,14151.0,200.0,4800.0,14900.0,1645.4763377588345,0.303021915203583,450,EXP-XAI-LATENCY-001,5.0,6.5,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5007.555555555556,5300.0,5500.0,200.0,4700.0,5800.0,151.41729174224062,0.030237765724686377,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5057.777777777777,5400.0,6300.0,200.0,4600.0,10600.0,416.36291823749957,0.08232131511725607,450,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5171.333333333333,5300.0,6900.0,200.0,4700.0,37200.0,1705.2259514964626,0.32974589754346967,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5185.555555555556,5500.0,8835.999999999967,100.0,4700.0,22200.0,1199.55087281085,0.23132543079703557,450,EXP-XAI-LATENCY-001,5.0,5.5,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,22494550.0,22592847.222222224,23550320.0,24724495.000000004,680700.0,21622200.0,29818600.0,670691.8492655959,0.029686025965151765,540,EXP-XAI-LATENCY-001,22494.55,23550.32,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,35900.0,33793.88888888889,44300.0,57771.000000000015,10300.0,18800.0,110600.0,9077.433316150153,0.26861168141955766,540,EXP-XAI-LATENCY-001,35.9,44.3,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5100.0,5591.2962962962965,6709.999999999991,14561.000000000002,200.0,4700.0,31200.0,2286.0426276314356,0.4088573573083083,540,EXP-XAI-LATENCY-001,5.1,6.709999999999991,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5077.222222222223,5300.0,6200.0,200.0,4800.0,11700.0,409.05754691145785,0.08056719383309159,540,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5206.481481481482,5400.0,6700.0,200.0,4700.0,47400.0,2127.157778119549,0.4085595590199383,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5121.851851851852,5400.0,6688.000000000011,100.0,4800.0,18900.0,745.4029157230095,0.14553386885907338,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5153.148148148148,5400.0,6761.000000000002,100.0,4700.0,29700.0,1258.208409214059,0.24416305781276884,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,BATCH,2,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,768800.0,768830.0,775105.0,781209.0,6375.0,762200.0,783500.0,4812.78111583786,0.006259876846426206,30,EXP-XAI-LATENCY-001,768.8,775.105,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,BATCH,6,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,766700.0,780130.0,876214.9999999998,936744.0,7500.0,759700.0,950200.0,42961.39526084576,0.0550695336172763,30,EXP-XAI-LATENCY-001,766.7,876.2149999999998,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,BATCH,10,BASELINE_INFERENCE_END_TO_END,128,32,1,32,HOST-STAGE12-001,771700.0,777976.6666666666,820775.0,845025.0,7725.0,764300.0,853000.0,20492.23037512331,0.026340417718341995,30,EXP-XAI-LATENCY-001,771.7,820.775,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,2,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,342250.0,347006.6666666667,357220.0,402629.00000000006,8475.0,337500.0,420000.0,14786.735279631033,0.04261225129093879,30,EXP-XAI-LATENCY-001,342.25,357.22,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,2,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,143700.0,145506.66666666666,149445.0,179978.00000000003,1950.0,141100.0,192100.0,8996.89346130224,0.06183148626387501,30,EXP-XAI-LATENCY-001,143.7,149.445,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,6,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,341700.0,345853.3333333333,371114.9999999999,404608.0,6100.0,336100.0,411800.0,15448.506976924726,0.04466779842204227,30,EXP-XAI-LATENCY-001,341.7,371.1149999999999,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,6,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,142850.0,145266.66666666666,150950.0,177244.00000000003,2200.0,140800.0,187800.0,8478.87164473057,0.05836763408488232,30,EXP-XAI-LATENCY-001,142.85,150.95,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,10,BASELINE_INFERENCE_END_TO_END,128,1,1,1,HOST-STAGE12-001,344200.0,344493.3333333333,350940.0,351868.0,3650.0,337500.0,352100.0,3584.0579326188094,0.010403852805914415,30,EXP-XAI-LATENCY-001,344.2,350.94,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,BASELINE_MODEL,LOCAL,10,PREPROCESSING_ONLY,128,1,0,1,HOST-STAGE12-001,144300.0,145006.66666666666,152125.0,152942.0,1375.0,141800.0,153000.0,2757.0515652293,0.019013274552176683,30,EXP-XAI-LATENCY-001,144.3,152.125,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,MODEL,MODEL,,MODEL_LOAD,0,0,0,1,HOST-STAGE12-001,742500.0,744533.3333333334,770320.0,783024.0,12800.0,729100.0,786200.0,16936.720461765908,0.022748102339406214,9,EXP-XAI-LATENCY-001,742.5,770.32,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,2,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,3319257500.0,3307693266.6666665,3335536070.0,3336983054.0,35433650.0,3266477500.0,3337344800.0,36821762.203394525,0.011132157438679832,3,EXP-XAI-LATENCY-001,3319257.5,3335536.07,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,6,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,3329822600.0,3316983166.6666665,3349876940.0,3351659548.0,41541750.0,3269021700.0,3352105200.0,43004130.95626202,0.012964832438229747,3,EXP-XAI-LATENCY-001,3329822.6,3349876.94,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,10,GLOBAL_EXPLANATION_TOTAL,128,256,641,1,HOST-STAGE12-001,3261422600.0,3261273666.6666665,3283771310.0,3285757862.0,25055300.0,3236143900.0,3286254500.0,25055631.980521534,0.007682775057062533,3,EXP-XAI-LATENCY-001,3261422.6,3283771.31,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,44858100.0,44872720.0,45158300.0,45205020.0,188700.0,44628100.0,45216700.0,223477.74385830908,0.004980258470141973,5,EXP-XAI-LATENCY-001,44858.1,45158.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,43169400.0,43367920.0,44206260.0,44380692.0,315800.0,42893500.0,44424300.0,613147.8549257104,0.014138281359256114,5,EXP-XAI-LATENCY-001,43169.4,44206.26,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,42713100.0,42653840.0,42777480.0,42785416.0,188400.0,42481500.0,42787400.0,131346.95656923307,0.003079370030206731,5,EXP-XAI-LATENCY-001,42713.1,42777.48,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2393150.0,2424901.0,2600994.9999999995,2812125.0,94700.0,2327500.0,3563700.0,110642.10194830551,0.04562747178062342,600,EXP-XAI-LATENCY-001,2393.15,2600.9949999999994,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,61900.0,53951.666666666664,68974.99999999993,86429.99999999997,3000.0,13200.0,149600.0,20973.72305975267,0.3887502343409719,600,EXP-XAI-LATENCY-001,61.9,68.97499999999992,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,4900.0,5113.0,6104.999999999995,12703.999999999996,200.0,3800.0,41600.0,2028.3214274423328,0.39669889056177055,600,EXP-XAI-LATENCY-001,4.9,6.104999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,4924.0,5200.0,5900.999999999999,200.0,3700.0,75500.0,3041.431874366198,0.6176750354114943,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,4900.0,4773.166666666667,5300.0,6000.0,200.0,3700.0,10500.0,588.3084368909595,0.123253277745234,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,4839.5,5200.0,6103.999999999996,200.0,3800.0,31800.0,1343.2536247860398,0.2775604142547866,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED
