experiment_id,scope,model_id,method,batch,category,k,metric_name,estimate,ci_low,ci_high,n,unit,bootstrap_repetitions,measurement_type
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,5,ALL,3,selected_minus_random_damage,-0.047733671312085134,-0.05769591329630681,-0.034582090331677286,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,5,ALL,5,selected_minus_random_damage,-0.06674587339139372,-0.07720390776508455,-0.05451309144760159,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,5,ALL,10,selected_minus_random_damage,-0.08081814843119184,-0.0951947082897817,-0.06522953492283838,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,5,ALL,20,selected_minus_random_damage,-0.07312072700200753,-0.09434834060383968,-0.05308405349570818,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,6,ALL,1,selected_minus_random_damage,0.017891100868310274,0.01613270150431628,0.01928892550800424,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,6,ALL,3,selected_minus_random_damage,-0.08840118037274111,-0.09086229958399959,-0.08627880374296652,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,6,ALL,5,selected_minus_random_damage,-0.04850280821450488,-0.05082820538942926,-0.046283623469455325,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,6,ALL,10,selected_minus_random_damage,0.010878426822912216,0.008183764322270254,0.013659029126586744,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,6,ALL,20,selected_minus_random_damage,0.03129440769508974,0.027369895989952937,0.035224285401704185,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,7,ALL,1,selected_minus_random_damage,0.042298783137432135,0.035489306510124,0.048583275631104754,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,7,ALL,3,selected_minus_random_damage,0.009122164241653267,-0.0016273120406996079,0.01889678028671541,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,7,ALL,5,selected_minus_random_damage,0.026128898530175373,0.013607427703769213,0.03905233093337454,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,7,ALL,10,selected_minus_random_damage,0.06136529119497596,0.048244870178939844,0.07529466831369164,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,7,ALL,20,selected_minus_random_damage,0.08111103523794784,0.0674344266491073,0.09512117559254203,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,8,ALL,1,selected_minus_random_damage,0.10178001837869807,0.09329026131095475,0.10674703386522807,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,8,ALL,3,selected_minus_random_damage,0.17046747103526438,0.15522011108675157,0.1824847637586887,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,8,ALL,5,selected_minus_random_damage,0.13654338997743345,0.11333321495041225,0.15835212990881464,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,8,ALL,10,selected_minus_random_damage,0.05092276518585565,0.02513425537562866,0.07643318398980736,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,8,ALL,20,selected_minus_random_damage,0.10604717191885786,0.08126445523463771,0.13036214266194962,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,9,ALL,1,selected_minus_random_damage,0.010786467559546849,0.0012990731960296855,0.025371738322949474,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,9,ALL,3,selected_minus_random_damage,0.013576981897228476,-0.007443629035424988,0.03749550868134685,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,9,ALL,5,selected_minus_random_damage,0.02911914175859387,0.013219071504546279,0.04712044373951939,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,9,ALL,10,selected_minus_random_damage,0.07363040719740925,0.04706883146006855,0.10409727340944698,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,9,ALL,20,selected_minus_random_damage,0.03505288698572913,0.016901940417310354,0.05408555233531007,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,10,ALL,1,selected_minus_random_damage,0.004798532530511632,0.0023133473966043625,0.007485266152658936,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,10,ALL,3,selected_minus_random_damage,0.0164746395763196,0.012352350177175658,0.020658363805053304,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,10,ALL,5,selected_minus_random_damage,0.027919324884689196,0.022979278408623086,0.03323273645348894,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,10,ALL,10,selected_minus_random_damage,0.044164144091520516,0.03685897777036448,0.052361692201088945,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,10,ALL,20,selected_minus_random_damage,0.024570045266195127,0.011985405533064456,0.03570929354272516,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,2,ALL,1,selected_minus_random_damage,0.019007173291951052,0.016877208258462038,0.021237806395190153,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,2,ALL,3,selected_minus_random_damage,0.0517144163700897,0.044598486274742,0.05810855274534895,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,2,ALL,5,selected_minus_random_damage,0.22240822199732105,0.2151708792261005,0.22863659939124828,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,2,ALL,10,selected_minus_random_damage,0.5313604057436334,0.5165545049894869,0.544423702815258,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,2,ALL,20,selected_minus_random_damage,0.5666757553052739,0.5380874381774956,0.591442365429023,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,3,ALL,1,selected_minus_random_damage,0.04807935202282957,0.034840191867460374,0.05827257960756292,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,3,ALL,3,selected_minus_random_damage,0.23432916271087617,0.21632452147970135,0.25049357713575837,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,3,ALL,5,selected_minus_random_damage,0.28254131861255244,0.25435335865286246,0.30695398242697647,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,3,ALL,10,selected_minus_random_damage,0.46347511059878527,0.43358286949419006,0.48953298170108966,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,3,ALL,20,selected_minus_random_damage,0.364886515276685,0.32513549598559244,0.4066002340935892,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,4,ALL,1,selected_minus_random_damage,0.08882176674108665,0.07410046019932646,0.10222475125109466,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,4,ALL,3,selected_minus_random_damage,0.18042743004651843,0.16594565922624546,0.1929338095281466,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,4,ALL,5,selected_minus_random_damage,0.1731892994660625,0.1499534789103145,0.19402796891349253,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,4,ALL,10,selected_minus_random_damage,0.33751992711342194,0.3086801587835227,0.3661523117684123,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,4,ALL,20,selected_minus_random_damage,0.29498973946668,0.2686455408143593,0.32681135901772285,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,5,ALL,1,selected_minus_random_damage,0.024203784885593996,0.019997488658921307,0.0273491392300747,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,5,ALL,3,selected_minus_random_damage,0.1758667221094117,0.1679524331843475,0.1827033544561217,30,macro_f1_proportion,1000,DERIVED
EXP-XAI-FIDELITY-001,GLOBAL_FEATURE,MODEL-C2,INTRINSIC_IMPURITY,5,ALL,5,selected_minus_random_damage,0.17753689466413278,0.16836729537414702,0.18508487189188924,30,macro_f1_proportion,1000,DERIVED
