experiment_id,model_id,method,comparison_type,anchor_batch,batch_a,batch_b,n_features,scope,explanation_distance,input_change,model_macro_f1_change,model_output_distribution_change,epsilon,explanation_per_input_change,explanation_per_output_change,unit,status
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,5,128,GLOBAL,0.678020525464252,0.5845400841725072,0.21558932061835012,0.2508069392984782,0.0001,1.159722954035754,2.7022788901732233,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,GLOBAL,0.6270963947454551,0.007334856708407389,0.28690740595637815,0.32924386271494266,1e-08,85.49526796808225,1.9046562342206177,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,GLOBAL,0.6270963947454551,0.007334856708407389,0.28690740595637815,0.32924386271494266,1e-06,85.48373007705564,1.9046505071466817,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,GLOBAL,0.6270963947454551,0.007334856708407389,0.28690740595637815,0.32924386271494266,0.0001,84.34545806865786,1.90407797362912,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,GLOBAL,0.574685518794829,0.022845648137155283,0.35538917748953985,0.3386344895576241,1e-08,25.15513080624204,1.6970672496321866,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,GLOBAL,0.574685518794829,0.022845648137155283,0.35538917748953985,0.3386344895576241,1e-06,25.154040774157302,1.6970622882603608,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,GLOBAL,0.574685518794829,0.022845648137155283,0.35538917748953985,0.3386344895576241,0.0001,25.045512567773404,1.6965662975309928,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,GLOBAL,0.6490334068318548,0.04147754428460959,0.48950753137866615,0.41988710435942633,1e-08,15.647822491614006,1.5457330902426256,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,GLOBAL,0.6490334068318548,0.04147754428460959,0.48950753137866615,0.41988710435942633,1e-06,15.647449013119669,1.545729445757956,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,GLOBAL,0.6490334068318548,0.04147754428460959,0.48950753137866615,0.41988710435942633,0.0001,15.610190981676183,1.545365084058414,ratio_with_components,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,9,128,GLOBAL,0.6224517618267789,0.10068092003730444,0.34038791463119245,0.4203357221043961,1e-08,6.182419665731605,1.480844273482285,ratio_with_components,EXECUTED
