experiment_id,scope,model_id,method,status,reason,sign_agreement,top_k_sign_agreement,sign_flip_frequency,unit
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.9921875,1.0,0.0078125,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.9921875,1.0,0.0078125,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.9921875,1.0,0.0078125,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.8984375,1.0,0.1015625,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.375,0.25806451612903225,0.625,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.8828125,1.0,0.1171875,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.3828125,0.23333333333333334,0.6171875,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.8984375,1.0,0.1015625,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.2734375,0.12121212121212122,0.7265625,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.8828125,1.0,0.1171875,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,SINGLE_FEATURE_ABLATION_LOCAL,EXECUTED,signed local contributions,0.28125,0.06060606060606061,0.71875,proportion
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C1,INTRINSIC_COEFFICIENT,EXECUTED,signed local contributions,0.15625,0.13793103448275862,0.84375,proportion
