experiment_id,scope,model_id,method,comparison,category,metric_name,estimate,ci_low,ci_high,n,resampling_unit,unit,status
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,CORRECT_REPRESENTATIVE,jaccard_at_10,0.4375298763843655,0.3419955913485809,0.5366870525871832,32,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,CORRECT_REPRESENTATIVE,sign_agreement,0.7626953125,0.71287841796875,0.81298828125,32,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,MISCLASSIFIED,explanation_distance,0.2222608047131914,0.16095909730549454,0.2838591131310857,30,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,MISCLASSIFIED,jaccard_at_10,0.5123468149783938,0.4162941408007197,0.6013425840728471,30,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,MISCLASSIFIED,sign_agreement,0.7908854166666667,0.7119791666666667,0.8596484375,30,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,NEAR_DECISION_BOUNDARY,explanation_distance,0.28426776912016344,0.1939206167326905,0.3698707826701974,13,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,NEAR_DECISION_BOUNDARY,jaccard_at_10,0.43757634231556597,0.29506315374974584,0.5723968716050164,13,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,LOCAL_NEIGHBOR,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,WITHIN_CONTEXT,NEAR_DECISION_BOUNDARY,sign_agreement,0.7469951923076923,0.6592397836538462,0.8221604567307692,13,center_neighbor_pair,normalized_distance_or_proportion,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_input_change_spearman,0.33431516936671574,-0.2032932434767582,0.7545824205914566,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_macro_f1_change_spearman,-0.048600883652430045,-0.47843284240232825,0.39430973519264456,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C1,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_output_distribution_change_spearman,-0.04565537555228276,-0.6000297619047618,0.458899979344212,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_input_change_spearman,0.3490427098674521,-0.2053903875379939,0.7315736174709406,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_macro_f1_change_spearman,-0.0662739322533137,-0.49491033653573496,0.4470647270481458,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C2,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_output_distribution_change_spearman,0.2106038291605302,-0.4040138642204665,0.71089004062877,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_input_change_spearman,0.08394698085419734,-0.48139405816379643,0.7859789374317825,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_macro_f1_change_spearman,0.11045655375552284,-0.4312433824772446,0.6176744154158362,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_output_distribution_change_spearman,0.010309278350515464,-0.5909148561362303,0.5529388792128274,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_input_change_spearman,0.6730486008836524,0.23537572731491396,0.9524988635361329,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_macro_f1_change_spearman,0.0073637702503681875,-0.5655386814846785,0.5618857578412076,16,chronological_batch_pair,correlation,DERIVED
EXP-XAI-STABILITY-001,RELATIVE_CORRELATION,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ALL_CHRONOLOGICAL_PAIRS,ALL,explanation_distance_vs_model_output_distribution_change_spearman,-0.022091310751104563,-0.5761059179480231,0.49784504695441195,16,chronological_batch_pair,correlation,DERIVED
