experiment_id,model_id,method,comparison_type,anchor_batch,batch_a,batch_b,n_features,spearman,kendall_tau_b,jaccard_at_5,jaccard_at_10,jaccard_at_20,unit,status
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,-0.22222064113766235,-0.1530682081664446,0.0,0.05263157894736842,0.1111111111111111,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,9,128,-0.5517357981507387,-0.40555956008660765,0.0,0.0,0.02564102564102564,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,10,128,-0.18059306903497527,-0.12475393700787403,0.0,0.05263157894736842,0.02564102564102564,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,2,3,128,0.17151735030214246,0.10605314960629923,0.0,0.0,0.25,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,3,4,128,-0.02260700590973799,-0.005892637342230265,0.0,0.0,0.1111111111111111,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,4,5,128,0.18046876400028303,0.14979032336478326,0.0,0.1111111111111111,0.25,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,5,6,128,-0.17584915431699857,-0.13602162124013534,0.1111111111111111,0.05263157894736842,0.05263157894736842,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,6,7,128,0.0837873100164805,0.06865157480314961,0.25,0.17647058823529413,0.17647058823529413,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,7,8,128,0.19544472609966712,0.14607719284110685,0.42857142857142855,0.25,0.17647058823529413,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,8,9,128,0.06983203518982627,0.04748380772192154,0.0,0.0,0.05263157894736842,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,9,10,128,0.04785425747954351,0.03186783786625579,0.0,0.0,0.08108108108108109,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,3,128,0.17151735030214246,0.10605314960629923,0.0,0.0,0.25,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,4,128,-0.14939877519251527,-0.10515083968468672,0.0,0.05263157894736842,0.14285714285714285,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,5,128,0.25554501515037675,0.197523146355312,0.1111111111111111,0.17647058823529413,0.17647058823529413,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,-0.09173571690166636,-0.06373031496062993,0.25,0.1111111111111111,0.08108108108108109,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,0.3873317615821278,0.26525590551181105,0.1111111111111111,0.1111111111111111,0.17647058823529413,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,0.20162811023115648,0.14016513107350723,0.1111111111111111,0.17647058823529413,0.14285714285714285,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,9,128,-0.24429080465756203,-0.16773846442781148,0.0,0.05263157894736842,0.05263157894736842,correlation_or_proportion,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,10,128,-0.13283968137703714,-0.09227362204724411,0.0,0.05263157894736842,0.08108108108108109,correlation_or_proportion,EXECUTED
