experiment_id,model_id,method,batch,sensor_k,selected_sensors,features_altered,macro_f1_damage,random_damage_mean,selected_minus_random,unit
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,2,3,"[2, 9, 4]",24,0.1193108696276799,0.0696695866410845,0.0496412829865954,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,3,1,[14],8,0.026150245245761594,0.012058833384766302,0.014091411860995292,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,3,2,"[14, 8]",16,0.044531441208829126,0.021878578230713874,0.02265286297811525,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,3,3,"[14, 8, 7]",24,0.023946964070758248,0.031647948259710984,-0.007700984188952736,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,4,1,[16],8,-0.0018766092295504633,0.00789405439139413,-0.009770663620944593,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,4,2,"[16, 15]",16,0.037039052904941194,0.019389240188144856,0.01764981271679634,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,4,3,"[16, 15, 11]",24,0.041818155806678026,0.01967880121137776,0.022139354595300267,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,5,1,[3],8,0.0,0.0008672805199085661,-0.0008672805199085661,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,5,2,"[3, 1]",16,0.0,0.0011729265188859769,-0.0011729265188859769,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,5,3,"[3, 1, 13]",24,0.007867246463737654,0.010262392077732855,-0.0023951456139952015,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,6,1,[13],8,0.1405670019492273,-0.05180824285019468,0.19237524479942197,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,6,2,"[13, 7]",16,0.13533729629788266,-0.021211862908071193,0.15654915920595386,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,6,3,"[13, 7, 3]",24,0.14359022743097166,0.007378401028449016,0.13621182640252263,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,7,1,[13],8,0.06669705559116795,0.0010310157868170984,0.06566603980435086,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,7,2,"[13, 3]",16,0.03979720996637781,0.005717104360439238,0.034080105605938577,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,7,3,"[13, 3, 2]",24,0.03920644512438021,0.0050445384509102366,0.03416190667346997,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,8,1,[4],8,0.0037420496682555593,-0.043309298989866164,0.047051348658121724,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,8,2,"[4, 14]",16,-0.02734626001176524,-0.038168778215498605,0.010822518203733367,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,8,3,"[4, 14, 13]",24,0.11096885557026616,-0.040878700779682337,0.1518475563499485,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,9,1,[5],8,0.00024382817567691895,-0.03776376918270315,0.038007597358380066,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,9,2,"[5, 7]",16,-0.14220414486115596,-0.07176314296561652,-0.07044100189553944,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,9,3,"[5, 7, 13]",24,-0.05465629557835569,-0.055216678665738685,0.0005603830873829943,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,10,1,[13],8,0.05247286814480023,-0.009798163990877878,0.06227103213567811,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,10,2,"[13, 16]",16,0.013701377590610686,0.0075896771625729,0.006111700428037786,macro_f1_proportion
EXP-XAI-FIDELITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,10,3,"[13, 16, 4]",24,0.02026128491526158,0.013205584821574134,0.007055700093687445,macro_f1_proportion
