model_id,method,scope,batch,phase,feature_count,sample_count,prediction_calls,batch_size,environment_id,median_ns,mean_ns,p95_ns,p99_ns,iqr_ns,min_ns,max_ns,std_ns,cv,n,experiment_id,median_us,p95_us,unit,variance_flag,scientific_scope,baseline_median_us,explanation_overhead_ratio,overhead_numerator_us,overhead_denominator_us,ratio_scope
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,22410700.0,22476486.444444444,23240100.0,24023660.0,526125.0,21650000.0,25402200.0,472866.9539532285,0.0210382950699177,450,EXP-XAI-LATENCY-001,22410.7,23240.1,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,11224.1,1.9966589748844006,22410.7,11224.1,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,26500.0,29218.666666666668,38449.99999999996,53370.99999999998,8175.0,20700.0,125700.0,7993.135027783722,0.2735626207373273,450,EXP-XAI-LATENCY-001,26.5,38.44999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5430.222222222223,6500.0,14151.0,200.0,4800.0,14900.0,1645.4763377588345,0.303021915203583,450,EXP-XAI-LATENCY-001,5.0,6.5,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5007.555555555556,5300.0,5500.0,200.0,4700.0,5800.0,151.41729174224062,0.0302377657246863,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5057.777777777777,5400.0,6300.0,200.0,4600.0,10600.0,416.3629182374996,0.082321315117256,450,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5171.333333333333,5300.0,6900.0,200.0,4700.0,37200.0,1705.2259514964626,0.3297458975434696,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5185.555555555556,5500.0,8835.999999999967,100.0,4700.0,22200.0,1199.55087281085,0.2313254307970355,450,EXP-XAI-LATENCY-001,5.0,5.5,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,11224.1,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,22494550.0,22592847.222222224,23550320.0,24724495.000000004,680700.0,21622200.0,29818600.0,670691.8492655959,0.0296860259651517,540,EXP-XAI-LATENCY-001,22494.55,23550.32,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,10925.55,2.0588940602532597,22494.55,10925.55,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,35900.0,33793.88888888889,44300.0,57771.000000000015,10300.0,18800.0,110600.0,9077.433316150153,0.2686116814195576,540,EXP-XAI-LATENCY-001,35.9,44.3,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5100.0,5591.2962962962965,6709.999999999991,14561.000000000002,200.0,4700.0,31200.0,2286.042627631436,0.4088573573083083,540,EXP-XAI-LATENCY-001,5.1,6.709999999999991,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5077.222222222223,5300.0,6200.0,200.0,4800.0,11700.0,409.05754691145785,0.0805671938330915,540,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5206.481481481482,5400.0,6700.0,200.0,4700.0,47400.0,2127.157778119549,0.4085595590199383,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5121.851851851852,5400.0,6688.000000000011,100.0,4800.0,18900.0,745.4029157230095,0.1455338688590733,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5153.148148148148,5400.0,6761.000000000002,100.0,4700.0,29700.0,1258.208409214059,0.2441630578127688,540,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,10925.55,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,44858100.0,44872720.0,45158300.0,45205020.0,188700.0,44628100.0,45216700.0,223477.74385830908,0.0049802584701419,5,EXP-XAI-LATENCY-001,44858.1,45158.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,342.25,131.0682249817385,44858.1,342.25,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,43169400.0,43367920.0,44206260.0,44380692.0,315800.0,42893500.0,44424300.0,613147.8549257104,0.0141382813592561,5,EXP-XAI-LATENCY-001,43169.4,44206.26,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,126.33713784021072,43169.4,341.7,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,42713100.0,42653840.0,42777480.0,42785416.0,188400.0,42481500.0,42787400.0,131346.9565692331,0.0030793700302067,5,EXP-XAI-LATENCY-001,42713.1,42777.48,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,124.09384079023823,42713.1,344.2,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2393150.0,2424901.0,2600994.9999999995,2812125.0,94700.0,2327500.0,3563700.0,110642.10194830551,0.0456274717806234,600,EXP-XAI-LATENCY-001,2393.15,2600.9949999999994,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,342.25,6.992403214024836,2393.15,342.25,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,61900.0,53951.66666666666,68974.99999999993,86429.99999999997,3000.0,13200.0,149600.0,20973.72305975267,0.3887502343409719,600,EXP-XAI-LATENCY-001,61.9,68.97499999999992,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,4900.0,5113.0,6104.999999999995,12703.999999999996,200.0,3800.0,41600.0,2028.3214274423328,0.3966988905617705,600,EXP-XAI-LATENCY-001,4.9,6.104999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,4924.0,5200.0,5900.999999999999,200.0,3700.0,75500.0,3041.431874366198,0.6176750354114943,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,4900.0,4773.166666666667,5300.0,6000.0,200.0,3700.0,10500.0,588.3084368909595,0.123253277745234,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,4839.5,5200.0,6103.999999999996,200.0,3800.0,31800.0,1343.2536247860398,0.2775604142547866,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,4900.0,4804.166666666667,5200.0,5908.999999999992,200.0,3700.0,24300.0,974.6019977297676,0.2028659839159967,600,EXP-XAI-LATENCY-001,4.9,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,342.25,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2400900.0,2417434.222222222,2521345.0,2766516.999999999,75475.0,2320000.0,3262900.0,81942.2610694323,0.0338963767105551,450,EXP-XAI-LATENCY-001,2400.9,2521.345,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,7.026338893766463,2400.9,341.7,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,65650.0,66537.77777777778,75929.99999999997,92302.0,4600.0,60300.0,113700.0,6195.525682343196,0.0931129035152774,450,EXP-XAI-LATENCY-001,65.65,75.92999999999996,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5288.888888888889,6554.999999999995,12451.0,200.0,4700.0,13200.0,1247.719027502262,0.2359132615025285,450,EXP-XAI-LATENCY-001,5.0,6.554999999999995,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,4981.555555555556,5200.0,5950.999999999999,100.0,4700.0,6700.0,199.0898618111211,0.0399654002832691,450,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5019.111111111111,5300.0,6050.999999999999,100.0,4700.0,10800.0,477.7351085612111,0.0951832103305344,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,5003.777777777777,5300.0,5850.999999999999,100.0,4700.0,10000.0,368.23656631316015,0.0735917106368175,450,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5043.111111111111,5300.0,6450.999999999999,100.0,4700.0,19500.0,785.4518573047802,0.1557474820600824,450,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,341.7,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,2379000.0,2410388.596491228,2532369.9999999995,2769600.999999998,91850.0,2323500.0,3162000.0,83798.47190931356,0.0347655444567311,570,EXP-XAI-LATENCY-001,2379.0,2532.3699999999994,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,6.9116792562463685,2379.0,344.2,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,63300.0,65061.57894736842,75469.99999999984,97818.99999999974,4500.0,59200.0,144700.0,7593.812644032425,0.1167173125351821,570,EXP-XAI-LATENCY-001,63.3,75.46999999999984,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5336.8421052631575,6200.0,12730.999999999996,200.0,4600.0,30000.0,1743.2300967183085,0.3266407479057974,570,EXP-XAI-LATENCY-001,5.0,6.2,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5018.771929824561,5300.0,6000.0,200.0,4700.0,10400.0,376.668264238566,0.0750518791260819,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,4998.771929824561,5300.0,5800.0,100.0,4700.0,10500.0,288.16472890644405,0.05764710471929,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5002.631578947368,5200.0,6123.999999999978,100.0,4700.0,10800.0,393.3231244105749,0.0786232442272585,570,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5021.929824561404,5300.0,6192.999999999984,100.0,4600.0,20900.0,706.2063271010669,0.1406244913354089,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,344.2,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,41420500.0,41214920.0,41897760.0,41965792.0,882000.0,40438100.0,41982800.0,641024.1391710612,0.015553205954811,5,EXP-XAI-LATENCY-001,41420.5,41897.76,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.55,128.41574949620212,41420.5,322.55,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,41724400.0,41663100.0,42124820.0,42195924.0,207400.0,41046200.0,42213700.0,421011.7397413046,0.0101051467543534,5,EXP-XAI-LATENCY-001,41724.4,42124.82,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,129.21771446268195,41724.4,322.9,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,128,129,129,1,HOST-STAGE12-001,40435600.0,40496580.0,40753040.0,40771488.0,324100.0,40273700.0,40776100.0,214508.33783328795,0.0052969494666781,5,EXP-XAI-LATENCY-001,40435.6,40753.04,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,323.2,125.11014851485149,40435.6,323.2,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,793250.0,803053.8333333334,871305.0,1057545.0,17675.0,766900.0,1358600.0,50271.53134141868,0.0626004500006562,600,EXP-XAI-LATENCY-001,793.25,871.305,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.55,2.4593086343202604,793.25,322.55,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,62900.0,64347.16666666666,73614.99999999999,89701.0,3725.0,59700.0,134500.0,5628.8155574557,0.0874757327951093,600,EXP-XAI-LATENCY-001,62.9,73.61499999999998,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5252.5,6304.999999999995,10503.999999999996,200.0,4600.0,27600.0,1369.8617760474203,0.2608018612179762,600,EXP-XAI-LATENCY-001,5.0,6.304999999999995,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,4900.0,5013.833333333333,5300.0,6000.999999999999,100.0,4600.0,21200.0,732.0417433992551,0.1460044031644294,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,4900.0,4989.0,5300.0,5600.999999999999,100.0,4700.0,18600.0,584.849623239175,0.1172278258647374,600,EXP-XAI-LATENCY-001,4.9,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,4900.0,5183.833333333333,5400.0,19117.999999999985,200.0,4700.0,27600.0,1956.050150825159,0.3773366204208904,600,EXP-XAI-LATENCY-001,4.9,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5153.333333333333,5400.0,6921.999999999889,200.0,4700.0,23800.0,1517.1547338245252,0.2944026003540476,600,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,HIGH_VARIANCE_HOST_MEASUREMENT,HOST_MEASURED,322.55,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,795500.0,809965.0877192982,896319.9999999998,1066838.9999999974,21600.0,778000.0,1325600.0,51968.48300063917,0.0641613864456456,570,EXP-XAI-LATENCY-001,795.5,896.3199999999998,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,2.4636110250851657,795.5,322.9,LOCAL_MATCHED_MODEL_BATCH_ONLY
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,128,1,0,1,HOST-STAGE12-001,63000.0,65392.80701754386,75655.0,84123.99999999997,4300.0,60500.0,113200.0,5533.791466465534,0.0846238557243903,570,EXP-XAI-LATENCY-001,63.0,75.655,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,128,1,0,1,HOST-STAGE12-001,5000.0,5249.824561403509,6200.0,10261.999999999987,200.0,4800.0,11900.0,1021.616093220165,0.194600044491209,570,EXP-XAI-LATENCY-001,5.0,6.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,128,1,0,1,HOST-STAGE12-001,5000.0,5010.0,5300.0,5930.9999999999945,200.0,4700.0,7300.0,210.0840906204232,0.0419329522196453,570,EXP-XAI-LATENCY-001,5.0,5.3,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,128,1,0,1,HOST-STAGE12-001,5000.0,5062.2807017543855,5400.0,6130.9999999999945,200.0,4700.0,18600.0,718.5944040647057,0.1419507226882281,570,EXP-XAI-LATENCY-001,5.0,5.4,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,128,1,0,1,HOST-STAGE12-001,5000.0,5001.578947368421,5200.0,5661.999999999989,200.0,4700.0,6300.0,182.10147496224263,0.0364087974774556,570,EXP-XAI-LATENCY-001,5.0,5.2,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,128,1,0,1,HOST-STAGE12-001,5000.0,5031.228070175439,5354.999999999995,6200.0,200.0,4800.0,11500.0,361.9517012096662,0.0719410243704267,570,EXP-XAI-LATENCY-001,5.0,5.354999999999995,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,322.9,,,,NOT_APPLICABLE
MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,128,129,2,128,HOST-STAGE12-001,779450.0,787964.5,854315.0,937880.0,10725.0,765600.0,1228400.0,38188.85444851875,0.0484651966535532,600,EXP-XAI-LATENCY-001,779.45,854.315,nanoseconds_raw_microseconds_presentation,REPORTED_CONTINUOUSLY,HOST_MEASURED,323.2,2.4116646039603964,779.45,323.2,LOCAL_MATCHED_MODEL_BATCH_ONLY
