experiment_id,model_id,method,comparison_type,anchor_batch,batch_a,batch_b,n_features,sensor_spearman,sensor_kendall_tau_b,jaccard_at_1,jaccard_at_3,jaccard_at_5,sensor_importance_l1_distance,input_change,unit,status
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,5,128,-0.16176470588235295,-0.15,0.0,0.2,0.1111111111111111,0.22241328014168055,0.5845400841725072,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,-0.31764705882352945,-0.21666666666666667,0.0,0.0,0.1111111111111111,0.4151272836647544,0.007334856708407389,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,0.43529411764705883,0.3,0.0,0.5,0.42857142857142855,0.1668713412877074,0.022845648137155283,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,0.26176470588235295,0.21666666666666667,0.0,0.2,0.42857142857142855,0.2098170144279367,0.04147754428460959,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,9,128,0.32647058823529407,0.26666666666666666,1.0,0.2,0.42857142857142855,0.2812117521136802,0.10068092003730444,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,10,128,-0.06470588235294117,-0.03333333333333333,1.0,0.2,0.25,0.19256591035104612,0.16773591743913807,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,2,3,128,-0.16764705882352943,-0.13333333333333333,0.0,0.0,0.1111111111111111,0.2581235379515372,0.24184779125815448,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,3,4,128,0.37941176470588234,0.3,0.0,0.0,0.1111111111111111,0.2268107966351413,0.17514686189738726,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,4,5,128,0.25625948262694814,0.13445852909056286,0.0,0.0,0.25,0.36197028739660936,0.1675454310169655,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,5,6,128,-0.03681889118203278,-0.08403658068160179,0.0,0.5,0.25,0.41442042596524564,0.5772052274640999,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,6,7,128,0.5588235294117647,0.41666666666666663,1.0,0.5,0.42857142857142855,0.23333555964140842,0.015510791428747894,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,7,8,128,0.15,0.09999999999999999,0.0,0.2,0.42857142857142855,0.20513445918194356,0.018631896147454308,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,8,9,128,0.6176470588235293,0.48333333333333334,0.0,0.2,0.42857142857142855,0.2784787056964879,0.05920337575269485,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ADJACENT,2,9,10,128,0.36470588235294116,0.25,0.0,0.2,0.42857142857142855,0.28152836640316425,0.2684168374764425,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,3,128,-0.16764705882352943,-0.13333333333333333,0.0,0.0,0.1111111111111111,0.2581235379515372,0.24184779125815448,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,4,128,0.0029411764705882353,0.03333333333333333,0.0,0.0,0.1111111111111111,0.23286255195367428,0.41699465315554174,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,5,128,-0.16936689943735078,-0.1176512129542425,0.0,0.0,0.25,0.4376229239529278,0.5845400841725072,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,6,128,0.27058823529411763,0.16666666666666669,0.0,0.0,0.25,0.3037878101166045,0.007334856708407389,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,7,128,0.2588235294117647,0.21666666666666667,0.0,0.2,0.25,0.17918993564780766,0.022845648137155283,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,8,128,-0.18823529411764706,-0.15,0.0,0.2,0.25,0.2064188062468515,0.04147754428460959,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,9,128,0.0,-0.03333333333333333,0.0,0.0,0.25,0.33076846805254745,0.10068092003730444,correlation_or_normalized_distance,EXECUTED
EXP-XAI-STABILITY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,ANCHOR_TO_FUTURE,2,2,10,128,0.5323529411764706,0.38333333333333336,0.0,0.2,0.42857142857142855,0.11388615195236712,0.16773591743913807,correlation_or_normalized_distance,EXECUTED
