experiment_id,model_id,method,scope,batch,phase,metric_name,estimate,ci_low,ci_high,n,bootstrap_repetitions,resampling_unit,unit,measurement_type
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,5000.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,median_host_wall_time_ns,22494550.0,22457075.0,22551050.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,median_host_wall_time_ns,35900.0,34550.0,36200.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,median_host_wall_time_ns,5100.0,5100.0,5100.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,median_host_wall_time_ns,5000.0,5000.0,5000.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,median_host_wall_time_ns,5000.0,5000.0,5000.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,median_host_wall_time_ns,5000.0,5000.0,5100.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,5000.0,5000.0,540,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,BATCH,2,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,768800.0,765450.0,770600.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,BATCH,6,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,766700.0,765343.75,770000.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,BATCH,10,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,771700.0,768446.25,773750.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,2,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,342250.0,341300.0,344750.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,2,PREPROCESSING_ONLY,median_host_wall_time_ns,143700.0,142950.0,144251.25,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,6,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,341700.0,339950.0,342700.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,6,PREPROCESSING_ONLY,median_host_wall_time_ns,142850.0,142550.0,143600.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,10,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,344200.0,343500.0,345750.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,BASELINE_MODEL,LOCAL,10,PREPROCESSING_ONLY,median_host_wall_time_ns,144300.0,143900.0,144750.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,MODEL,MODEL,,MODEL_LOAD,median_host_wall_time_ns,742500.0,731800.0,745330.0,9,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,2,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,3319257500.0,3266477500.0,3337344800.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,6,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,3329822600.0,3269021700.0,3352105200.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,10,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,3261422600.0,3236143900.0,3286254500.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,median_host_wall_time_ns,44858100.0,44628100.0,45216700.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,median_host_wall_time_ns,43169400.0,42893500.0,44424300.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,median_host_wall_time_ns,42713100.0,42481500.0,42787400.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,median_host_wall_time_ns,2393150.0,2388995.0,2399150.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,median_host_wall_time_ns,61900.0,61800.0,62200.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,median_host_wall_time_ns,2400900.0,2391700.0,2404256.25,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,median_host_wall_time_ns,65650.0,65400.0,65800.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,median_host_wall_time_ns,5000.0,5000.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,median_host_wall_time_ns,5000.0,4900.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,median_host_wall_time_ns,5000.0,4900.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,median_host_wall_time_ns,4900.0,4900.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,4900.0,5000.0,450,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,median_host_wall_time_ns,2379000.0,2375400.0,2386150.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,median_host_wall_time_ns,63300.0,62900.0,64000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,median_host_wall_time_ns,5000.0,4900.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,median_host_wall_time_ns,5000.0,4900.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,median_host_wall_time_ns,5000.0,4900.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C3,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,4900.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,BATCH,2,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,370900.0,367300.0,374350.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,BATCH,6,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,365750.0,364698.75,366900.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,BATCH,10,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,366600.0,365247.5,367900.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,2,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,322550.0,322100.0,323450.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,2,PREPROCESSING_ONLY,median_host_wall_time_ns,139850.0,139500.0,140100.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,6,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,322900.0,321900.0,324300.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,6,PREPROCESSING_ONLY,median_host_wall_time_ns,138950.0,138700.0,140400.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,10,BASELINE_INFERENCE_END_TO_END,median_host_wall_time_ns,323200.0,321600.0,329300.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,BASELINE_MODEL,LOCAL,10,PREPROCESSING_ONLY,median_host_wall_time_ns,139400.0,138900.0,139750.0,30,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,MODEL,MODEL,,MODEL_LOAD,median_host_wall_time_ns,1562600.0,1560300.0,1613200.0,9,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,2,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,1448625800.0,1441459900.0,1456236700.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,6,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,1444864400.0,1440517600.0,1464242400.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,PERMUTATION_IMPORTANCE_MACRO_F1,GLOBAL,10,GLOBAL_EXPLANATION_TOTAL,median_host_wall_time_ns,1468170900.0,1458450700.0,1476619200.0,3,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,2,EXPLANATION_COMPUTE,median_host_wall_time_ns,41420500.0,40438100.0,41982800.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,6,EXPLANATION_COMPUTE,median_host_wall_time_ns,41724400.0,41046200.0,42213700.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_NAIVE_REFERENCE,LOCAL,10,EXPLANATION_COMPUTE,median_host_wall_time_ns,40435600.0,40273700.0,40776100.0,5,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,EXPLANATION_COMPUTE,median_host_wall_time_ns,793250.0,791848.75,795050.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,SERIALIZATION_JSON,median_host_wall_time_ns,62900.0,62600.0,63500.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K1,median_host_wall_time_ns,5000.0,4900.0,5000.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K10,median_host_wall_time_ns,4900.0,4900.0,5000.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K20,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K3,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,2,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,4900.0,5000.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,EXPLANATION_COMPUTE,median_host_wall_time_ns,795500.0,794248.75,796550.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,SERIALIZATION_JSON,median_host_wall_time_ns,63000.0,62700.0,63300.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K1,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K10,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K20,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K3,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,6,TOP_K_REDUCTION_K5,median_host_wall_time_ns,5000.0,5000.0,5000.0,570,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,EXPLANATION_COMPUTE,median_host_wall_time_ns,779450.0,778500.0,780250.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,SERIALIZATION_JSON,median_host_wall_time_ns,61900.0,61900.0,62100.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K1,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K10,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K20,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K3,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
EXP-XAI-LATENCY-001,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL_VECTORIZED,LOCAL,10,TOP_K_REDUCTION_K5,median_host_wall_time_ns,4900.0,4900.0,4900.0,600,1000,timing_replicate,nanoseconds,MEASURED_HOST
