experiment_id,sample_id,model_id,method,feature_index,feature_name,contribution,rank
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,1,S1:dR,-0.02995719623516413,47
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,2,S1:dR_norm,-0.03361035561439729,37
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,3,S1:EMAi_0.001,-0.0020911370979084243,123
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,4,S1:EMAi_0.01,-0.00484778893225879,112
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,5,S1:EMAi_0.1,0.027684615658724487,57
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,6,S1:EMAd_0.001,-0.010707540997030307,93
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,7,S1:EMAd_0.01,0.004287752759114416,115
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,8,S1:EMAd_0.1,0.020874324226270224,69
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,9,S2:dR,0.048448244739869195,20
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,10,S2:dR_norm,-0.029002218998995244,50
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,11,S2:EMAi_0.001,-0.006884291669771114,107
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,12,S2:EMAi_0.01,-0.02474000891750061,63
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,13,S2:EMAi_0.1,0.035612475685295575,32
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,14,S2:EMAd_0.001,0.012407339622580227,90
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,15,S2:EMAd_0.01,0.033664923956563175,36
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,16,S2:EMAd_0.1,0.03915148636632082,27
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,17,S3:dR,0.06463202073061602,10
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,18,S3:dR_norm,0.013484641163576283,89
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,19,S3:EMAi_0.001,0.07942138477888261,3
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,20,S3:EMAi_0.01,-0.03980142825752897,25
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,21,S3:EMAi_0.1,0.00806400059685941,103
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,22,S3:EMAd_0.001,0.0521417841648516,17
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,23,S3:EMAd_0.01,0.022896192554883843,66
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,24,S3:EMAd_0.1,0.01958655826452127,71
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,25,S4:dR,0.03903643323330408,28
EXP-XAI-0001,B2:0,MODEL-C4,SINGLE_FEATURE_ABLATION_LOCAL,26,S4:dR_norm,-0.03566987364587637,31
