experiment_id,model,protocol,test_batch,accuracy,macro_f1,balanced_accuracy,macro_precision,macro_recall
BASE-IID-C1-001,MODEL-C1,IID_DIAGNOSTIC_ONLY,IID,0.9938892882818117,0.9938212722665191,0.9937729867589679,0.9938787978156532,0.9937729867589679
BASE-IID-C2-001,MODEL-C2,IID_DIAGNOSTIC_ONLY,IID,0.9953271028037384,0.9953327049075584,0.9947543648247366,0.9959345708417078,0.9947543648247366
BASE-IID-C3-001,MODEL-C3,IID_DIAGNOSTIC_ONLY,IID,0.9938892882818117,0.9938134643044395,0.9934076246025,0.9942298125634886,0.9934076246025
BASE-IID-C4-001,MODEL-C4,IID_DIAGNOSTIC_ONLY,IID,0.9938892882818117,0.9937213654445419,0.9929531196528164,0.99452077981499,0.9929531196528164
